maxWorkers,chunkSize,StartIndex,Status,Error,EndClock,Latency
1,5,14,success,None,21/Jul/2026:15:11:38.488151,0.2859145829861518
1,5,31,success,None,21/Jul/2026:15:11:38.607134,0.11894337501144037
1,5,98,success,None,21/Jul/2026:15:11:38.830337,0.22315979198901914
1,5,115,success,None,21/Jul/2026:15:11:38.928699,0.0983150829852093
1,5,203,success,None,21/Jul/2026:15:11:39.024635,0.0959059170272667
1,5,212,success,None,21/Jul/2026:15:11:39.125586,0.10091616702266037
1,5,246,success,None,21/Jul/2026:15:11:39.226136,0.10051466600270942
1,5,252,success,None,21/Jul/2026:15:11:39.407046,0.1808660829847213
1,5,323,success,None,21/Jul/2026:15:11:39.507145,0.10006062500178814
1,5,411,success,None,21/Jul/2026:15:11:39.507239,5.775000317953527e-05
2,5,31,success,None,21/Jul/2026:15:11:39.730493,0.22143999999389052
2,5,98,success,None,21/Jul/2026:15:11:39.829127,0.09858975000679493
2,5,115,success,None,21/Jul/2026:15:11:39.956701,0.12753891700413078
2,5,14,success,None,21/Jul/2026:15:11:40.076507,0.5675754580006469
2,5,203,success,None,21/Jul/2026:15:11:40.100691,0.14395374999730848
2,5,212,success,None,21/Jul/2026:15:11:40.180917,0.10437237497535534
2,5,246,success,None,21/Jul/2026:15:11:40.252916,0.15215795798576437
2,5,252,success,None,21/Jul/2026:15:11:40.304579,0.12363462499342859
2,5,411,success,None,21/Jul/2026:15:11:40.304660,5.00839960295707e-05
2,5,323,success,None,21/Jul/2026:15:11:40.401728,0.14877958298893645
3,5,14,success,None,21/Jul/2026:15:11:40.516369,0.11311479198047891
3,5,115,success,None,21/Jul/2026:15:11:40.617759,0.10136029199929908
3,5,31,success,None,21/Jul/2026:15:11:40.638690,0.23527008399832994
3,5,98,success,None,21/Jul/2026:15:11:40.669983,0.26647516700904816
3,5,203,success,None,21/Jul/2026:15:11:40.745745,0.1279565000149887
3,5,212,success,None,21/Jul/2026:15:11:40.782783,0.14406724998843856
3,5,252,success,None,21/Jul/2026:15:11:40.848878,0.10310437498264946
3,5,411,success,None,21/Jul/2026:15:11:40.848959,4.9458001740276814e-05
3,5,323,success,None,21/Jul/2026:15:11:40.898278,0.11546454098424874
3,5,246,success,None,21/Jul/2026:15:11:40.924148,0.25413287500850856
4,5,31,success,None,21/Jul/2026:15:11:41.101311,0.1763234999962151
4,5,14,success,None,21/Jul/2026:15:11:41.107980,0.18315429199719802
4,5,98,success,None,21/Jul/2026:15:11:41.124669,0.1993856669869274
4,5,203,success,None,21/Jul/2026:15:11:41.194850,0.09350912499940023
4,5,252,success,None,21/Jul/2026:15:11:41.272217,0.07733466700301506
4,5,212,success,None,21/Jul/2026:15:11:41.283158,0.175148457987234
4,5,411,success,None,21/Jul/2026:15:11:41.283241,5.14579878654331e-05
4,5,246,success,None,21/Jul/2026:15:11:41.316082,0.191384832985932
4,5,323,success,None,21/Jul/2026:15:11:41.409980,0.13772412500111386
4,5,115,success,None,21/Jul/2026:15:11:42.137786,1.2123732090112753
5,5,115,success,None,21/Jul/2026:15:11:42.304196,0.16492920799646527
5,5,14,success,None,21/Jul/2026:15:11:42.336318,0.1976827499747742
5,5,98,success,None,21/Jul/2026:15:11:42.350027,0.21092274997499771
5,5,203,success,None,21/Jul/2026:15:11:42.359263,0.21985704099643044
5,5,31,success,None,21/Jul/2026:15:11:42.377342,0.23851654198369943
5,5,411,success,None,21/Jul/2026:15:11:42.377416,4.5625027269124985e-05
5,5,212,success,None,21/Jul/2026:15:11:42.405757,0.10152862500399351
5,5,252,success,None,21/Jul/2026:15:11:42.488889,0.13882954200380482
5,5,246,success,None,21/Jul/2026:15:11:42.493578,0.15722795799956657
5,5,323,success,None,21/Jul/2026:15:11:42.509090,0.14979779097484425
6,5,98,success,None,21/Jul/2026:15:11:42.654153,0.14083283298532479
6,5,14,success,None,21/Jul/2026:15:11:42.654361,0.14128424998489209
6,5,203,success,None,21/Jul/2026:15:11:42.714308,0.20066545801819302
6,5,246,success,None,21/Jul/2026:15:11:42.757113,0.1029250829888042
6,5,411,success,None,21/Jul/2026:15:11:42.757191,4.779099253937602e-05
6,5,31,success,None,21/Jul/2026:15:11:42.780681,0.2674735000182409
6,5,252,success,None,21/Jul/2026:15:11:42.800203,0.1458296250202693
6,5,323,success,None,21/Jul/2026:15:11:42.823354,0.10901895898859948
6,5,212,success,None,21/Jul/2026:15:11:42.846502,0.33276800002204254
6,5,115,success,None,21/Jul/2026:15:11:42.945433,0.43203012499725446
7,5,203,success,None,21/Jul/2026:15:11:43.096430,0.14609091699821874
7,5,14,success,None,21/Jul/2026:15:11:43.120184,0.17070362498634495
7,5,115,success,None,21/Jul/2026:15:11:43.182412,0.23227758301072754
7,5,411,success,None,21/Jul/2026:15:11:43.182493,5.3208001190796494e-05
7,5,98,success,None,21/Jul/2026:15:11:43.191217,0.24133458401774988
7,5,252,success,None,21/Jul/2026:15:11:43.214050,0.1175872920139227
7,5,323,success,None,21/Jul/2026:15:11:43.232953,0.11273712498950772
7,5,31,success,None,21/Jul/2026:15:11:43.352324,0.4026882920006756
7,5,212,success,None,21/Jul/2026:15:11:43.421070,0.47057120900717564
7,5,246,success,None,21/Jul/2026:15:11:44.192740,1.2421066249953583
8,5,212,success,None,21/Jul/2026:15:11:44.411518,0.21584858401911333
8,5,14,success,None,21/Jul/2026:15:11:44.469419,0.27504654199583456
8,5,411,success,None,21/Jul/2026:15:11:44.469508,5.345800309441984e-05
8,5,31,success,None,21/Jul/2026:15:11:44.469879,0.27525062501081266
8,5,252,success,None,21/Jul/2026:15:11:44.484257,0.2881329160009045
8,5,246,success,None,21/Jul/2026:15:11:44.499448,0.3035961250134278
8,5,323,success,None,21/Jul/2026:15:11:44.517336,0.10578629199881107
8,5,98,success,None,21/Jul/2026:15:11:44.522889,0.32780708398786373
8,5,115,success,None,21/Jul/2026:15:11:44.580910,0.3855703749868553
8,5,203,success,None,21/Jul/2026:15:11:44.695941,0.5005056659865659
9,5,14,success,None,21/Jul/2026:15:11:44.897368,0.20052487499197014
9,5,411,success,None,21/Jul/2026:15:11:44.897464,6.291599129326642e-05
9,5,31,success,None,21/Jul/2026:15:11:44.902428,0.20541645798948593
9,5,115,success,None,21/Jul/2026:15:11:44.994463,0.2970156249939464
9,5,212,success,None,21/Jul/2026:15:11:45.070492,0.37257666600635275
9,5,98,success,None,21/Jul/2026:15:11:45.088092,0.39081683300901204
9,5,252,success,None,21/Jul/2026:15:11:45.093818,0.39556149998679757
9,5,203,success,None,21/Jul/2026:15:11:45.136961,0.4392622910090722
9,5,246,success,None,21/Jul/2026:15:11:45.212952,0.5148283339804038
9,5,323,success,None,21/Jul/2026:15:11:45.921049,1.222650874988176
10,5,411,success,None,21/Jul/2026:15:11:45.925961,1.7292011762037873e-05
10,5,31,success,None,21/Jul/2026:15:11:46.128563,0.20385683298809454
10,5,252,success,None,21/Jul/2026:15:11:46.274540,0.34887033398263156
10,5,203,success,None,21/Jul/2026:15:11:46.301270,0.37602883399813436
10,5,98,success,None,21/Jul/2026:15:11:46.399127,0.47432624999783
10,5,212,success,None,21/Jul/2026:15:11:46.431349,0.5059857080050278
10,5,246,success,None,21/Jul/2026:15:11:46.436416,0.5109326660167426
10,5,115,success,None,21/Jul/2026:15:11:46.503577,0.5784693340247031
10,5,14,success,None,21/Jul/2026:15:11:46.632288,0.7077633749868255
10,5,323,success,None,21/Jul/2026:15:11:46.772132,0.8463226250023581
11,5,411,success,None,21/Jul/2026:15:11:46.781813,1.9416998839005828e-05
11,5,14,success,None,21/Jul/2026:15:11:46.933176,0.15271987501182593
11,5,98,success,None,21/Jul/2026:15:11:47.001249,0.2205638749874197
11,5,115,success,None,21/Jul/2026:15:11:47.085978,0.3051818340027239
11,5,246,success,None,21/Jul/2026:15:11:47.111238,0.3298686660127714
11,5,212,success,None,21/Jul/2026:15:11:47.118679,0.33742854101001285
11,5,31,success,None,21/Jul/2026:15:11:47.129623,0.34903362501063384
11,5,323,success,None,21/Jul/2026:15:11:47.228566,0.44691983301891014
11,5,252,success,None,21/Jul/2026:15:11:47.270571,0.48908749999827705
11,5,203,success,None,21/Jul/2026:15:11:47.417703,0.6365866659907624
12,5,411,success,None,21/Jul/2026:15:11:47.420236,1.995800994336605e-05
12,5,14,success,None,21/Jul/2026:15:11:47.574459,0.15551899999263696
12,5,31,success,None,21/Jul/2026:15:11:47.597726,0.1786477089917753
12,5,98,success,None,21/Jul/2026:15:11:47.614019,0.19481937499949709
12,5,115,success,None,21/Jul/2026:15:11:47.671316,0.25203312499797903
12,5,203,success,None,21/Jul/2026:15:11:47.725868,0.306448499992257
12,5,212,success,None,21/Jul/2026:15:11:47.750091,0.33047300000907853
12,5,246,success,None,21/Jul/2026:15:11:47.760637,0.3408757919969503
12,5,323,success,None,21/Jul/2026:15:11:47.850690,0.43062958400696516
12,5,252,success,None,21/Jul/2026:15:11:47.880089,0.46020191701245494
13,5,411,success,None,21/Jul/2026:15:11:47.889092,2.2207997972145677e-05
13,5,14,success,None,21/Jul/2026:15:11:48.016056,0.12824579200241715
13,5,98,success,None,21/Jul/2026:15:11:48.095818,0.20776433401624672
13,5,115,success,None,21/Jul/2026:15:11:48.114757,0.22662999999010935
13,5,31,success,None,21/Jul/2026:15:11:48.120136,0.23219833298935555
13,5,203,success,None,21/Jul/2026:15:11:48.141488,0.2532541250111535
13,5,212,success,None,21/Jul/2026:15:11:48.209137,0.32060187502065673
13,5,246,success,None,21/Jul/2026:15:11:48.209391,0.32075966699630953
13,5,252,success,None,21/Jul/2026:15:11:48.253069,0.3642922080180142
13,5,323,success,None,21/Jul/2026:15:11:48.304030,0.4150942499982193
14,5,411,success,None,21/Jul/2026:15:11:48.306555,2.2833002731204033e-05
14,5,14,success,None,21/Jul/2026:15:11:48.489205,0.18401645802077837
14,5,31,success,None,21/Jul/2026:15:11:48.496772,0.19145012501394376
14,5,98,success,None,21/Jul/2026:15:11:48.509524,0.20410549998632632
14,5,115,success,None,21/Jul/2026:15:11:48.528090,0.2225520409992896
14,5,203,success,None,21/Jul/2026:15:11:48.568916,0.26315495901508257
14,5,212,success,None,21/Jul/2026:15:11:48.575686,0.2697926670080051
14,5,246,success,None,21/Jul/2026:15:11:48.590752,0.28472891700221226
14,5,252,success,None,21/Jul/2026:15:11:48.611345,0.3050579169939738
14,5,323,success,None,21/Jul/2026:15:11:48.656693,0.35032666599727236
15,5,411,success,None,21/Jul/2026:15:11:48.663029,2.070798655040562e-05
15,5,14,success,None,21/Jul/2026:15:11:48.840228,0.17872575001092628
15,5,31,success,None,21/Jul/2026:15:11:48.847551,0.18592341602197848
15,5,98,success,None,21/Jul/2026:15:11:48.852890,0.19114054201054387
15,5,115,success,None,21/Jul/2026:15:11:48.893889,0.2320624160056468
15,5,212,success,None,21/Jul/2026:15:11:48.916475,0.25421104198903777
15,5,246,success,None,21/Jul/2026:15:11:48.941027,0.27853316700202413
15,5,252,success,None,21/Jul/2026:15:11:48.941293,0.2786451249849051
15,5,203,success,None,21/Jul/2026:15:11:48.965306,0.3033540000033099
15,5,323,success,None,21/Jul/2026:15:11:48.970274,0.30742900000768714
